Group,Strategy,cip_res,cro_res,nda_res,cost_with_test_mean,cost_with_test_lower,cost_with_test_upper,cost_without_test_mean,cost_without_test_lower,cost_without_test_upper,cost_with_test_mean_ng,cost_with_test_lower_ng,cost_with_test_upper_ng,cost_without_test_mean_ng,cost_without_test_lower_ng,cost_without_test_upper_ng,median,low,high,cost_with_test_ng_init_visit_mean,cost_with_test_ng_init_visit_lower,cost_with_test_ng_init_visit_upper,cost_with_test_ng_init_diag_mean,cost_with_test_ng_init_diag_lower,cost_with_test_ng_init_diag_upper,cost_with_test_ng_cip_mean,cost_with_test_ng_cip_lower,cost_with_test_ng_cip_upper,cost_with_test_ng_cro_mean,cost_with_test_ng_cro_lower,cost_with_test_ng_cro_upper,cost_with_test_ng_nda_mean,cost_with_test_ng_nda_lower,cost_with_test_ng_nda_upper,cost_with_test_ng_follow_visit_mean,cost_with_test_ng_follow_visit_lower,cost_with_test_ng_follow_visit_upper,cost_with_test_ng_follow_diag_mean,cost_with_test_ng_follow_diag_lower,cost_with_test_ng_follow_diag_upper,cost_with_test_ng_follow_drugs_mean,cost_with_test_ng_follow_drugs_lower,cost_with_test_ng_follow_drugs_upper,cost_with_test_ng_partner_total_mean,cost_with_test_ng_partner_total_lower,cost_with_test_ng_partner_total_upper,cost_with_test_ng_complications_mean,cost_with_test_ng_complications_lower,cost_with_test_ng_complications_upper,cost_without_test_ng_init_visit_mean,cost_without_test_ng_init_visit_lower,cost_without_test_ng_init_visit_upper,cost_without_test_ng_init_diag_mean,cost_without_test_ng_init_diag_lower,cost_without_test_ng_init_diag_upper,cost_without_test_ng_cip_mean,cost_without_test_ng_cip_lower,cost_without_test_ng_cip_upper,cost_without_test_ng_cro_mean,cost_without_test_ng_cro_lower,cost_without_test_ng_cro_upper,cost_without_test_ng_nda_mean,cost_without_test_ng_nda_lower,cost_without_test_ng_nda_upper,cost_without_test_ng_follow_visit_mean,cost_without_test_ng_follow_visit_lower,cost_without_test_ng_follow_visit_upper,cost_without_test_ng_follow_diag_mean,cost_without_test_ng_follow_diag_lower,cost_without_test_ng_follow_diag_upper,cost_without_test_ng_follow_drugs_mean,cost_without_test_ng_follow_drugs_lower,cost_without_test_ng_follow_drugs_upper,cost_without_test_ng_partner_total_mean,cost_without_test_ng_partner_total_lower,cost_without_test_ng_partner_total_upper,cost_without_test_ng_complications_mean,cost_without_test_ng_complications_lower,cost_without_test_ng_complications_upper
WSM,CIP,0.5,0.125,0,605.9361028,603.7631168,609.2208778,606.1518747,604.0215471,609.1734522,936.933301,727.6229518,1256.205686,957.0396296,751.8740503,1250.562271,20.10632862,24.25109854,-5.64341533,167.1,167.1,167.1,435.39,435.39,435.39,0.280979563,0.109481796,0.472057189,0.537664192,0.434569781,0.622692505,0,0,0,2.918951158,0.574220183,6.38718028,11.55734903,2.273577982,25.28951936,1.093000657,0.225130712,2.381524725,57.64636739,23.79457624,106.8495366,312.796835,97.45373444,636.4609869,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065846473,0.898334755,1.11,0,0,0,5.510995338,1.74649551,10.43295135,21.82033655,6.915106525,41.30841995,2.201228367,0.697593669,4.167179803,62.45989619,26.52438916,111.8369914,314.2601799,110.8690328,616.9701445
WSM,CIP,0.5,0.15,0,605.9807792,603.8561741,608.7797302,606.2032079,604.1383878,609.3095704,940.1388149,737.5108909,1207.046139,962.7379347,765.9375992,1269.347867,22.59911983,28.4267083,62.30172728,167.1,167.1,167.1,435.39,435.39,435.39,0.276867426,0.104664751,0.467856671,0.537251169,0.426913755,0.623439041,0,0,0,3.47613031,0.62278607,7.019588475,13.76345444,2.465870647,27.79348803,1.320831953,0.246275234,2.764976959,60.73946378,22.9130397,112.2964142,312.0013572,107.8125097,580.2129943,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065481549,0.888,1.11,0,0,0,6.535564654,1.976011595,11.31602623,25.87703519,7.823856743,44.80488289,2.610466789,0.789268092,4.519901833,66.48102089,27.94428869,117.8288607,312.648582,111.5357353,622.4894902
WSM,CIP,0.7,0,0,605.6764058,603.6294807,608.7529777,605.6988709,603.5576945,609.002883,911.4501073,714.9912088,1203.293395,914.6104505,706.8493542,1221.909871,3.160343218,-8.141854567,18.61647651,167.1,167.1,167.1,435.39,435.39,435.39,0.168976135,0.064440829,0.297213795,0.742720632,0.60828,0.8325,0,0,0,0.32658064,0,1.303958333,1.293069409,0,5.162916667,0.002895866,0,0.0115625,53.19670816,18.08576746,103.1306052,305.6482302,106.9017958,599.735415,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.067488321,0.888,1.11,0,0,0,0,0,0,0,0,0,0,0,0,52.65273508,17.49735631,102.984899,310.7289578,103.0900504,617.9959958
WSM,CIP,0.7,0.025,0,605.8145154,603.6868549,608.8890089,605.8098761,603.6242878,609.1952279,926.6033429,722.4304166,1229.760446,923.8129147,710.8994771,1240.255541,-2.790428147,-11.53093944,10.49509566,167.1,167.1,167.1,435.39,435.39,435.39,0.170394891,0.06551599,0.290291768,0.74380545,0.601455379,0.829725504,0,0,0,1.036048517,0,3.113930348,4.102149598,0,12.32935323,0.315852095,0,1.052770816,55.56574086,19.69901992,105.4355441,315.6487287,108.7645911,619.9555455,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065713113,0.891198768,1.11,0,0,0,1.086005215,0,3.053170732,4.29994907,0,12.08878049,0.433777446,0,1.219512195,55.71914129,20.21537401,104.3114809,312.2219522,100.8990236,630.9536074
WSM,CIP,0.7,0.05,0,605.8452427,603.7465929,609.0693004,605.8836562,603.6810192,609.0690608,928.3028986,729.0868371,1220.848505,931.1470801,717.0670717,1222.960589,2.844181487,-12.01976539,2.112084087,167.1,167.1,167.1,435.39,435.39,435.39,0.169462306,0.063037712,0.307590458,0.741022908,0.620247479,0.825426471,0,0,0,1.81003355,0,4.381574518,7.166680208,0,17.34848693,0.612474177,0,1.50878396,57.24172243,20.67427329,109.2755509,312.0991274,110.8294599,608.2467841,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.064987395,0.904856231,1.11,0,0,0,2.169661691,0,4.885671832,8.590598501,0,19.34441913,0.866616748,0,1.951458632,58.03709918,21.18936973,109.4768791,311.9896956,97.50679921,608.0220428
WSM,CIP,0.7,0.075,0,605.8873455,603.8083458,609.007087,605.9769014,603.7949742,609.2327531,932.5966913,730.0881626,1238.281773,941.2070348,729.7499936,1236.800086,8.6103435,-0.338168988,-1.481687274,167.1,167.1,167.1,435.39,435.39,435.39,0.168869738,0.064778387,0.294536987,0.745622266,0.617937441,0.831105528,0,0,0,2.615857651,0,5.749917833,10.35727501,0,22.76633068,0.940598276,0,2.084441489,58.83539457,21.63268639,104.7334564,310.7306876,109.0283764,615.9931524,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065551936,0.906132237,1.11,0,0,0,3.270586079,0.616650246,6.878021978,12.94961882,2.441576355,27.23296703,1.306353283,0.246305419,2.747252747,60.35199833,23.80267912,106.3815548,314.1412448,104.40635,613.1398014
WSM,CIP,0.7,0.1,0,605.9806358,603.8597321,609.0282914,606.0687578,603.8785777,609.6863559,941.782108,735.6809209,1247.318547,948.7671363,741.6574466,1272.647608,6.985028278,5.976525692,25.32906077,167.1,167.1,167.1,435.39,435.39,435.39,0.170416777,0.065600818,0.289494923,0.742849063,0.613974098,0.819949749,0,0,0,3.402881488,0.601683631,7.399164674,13.47343171,2.382317262,29.29638903,1.247357111,0.235821375,2.791234622,59.37269775,23.91420819,105.8872636,314.6306766,109.729515,622.0171639,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065743286,0.893996053,1.11,0,0,0,4.265168669,1.164465116,8.590784314,16.88758746,4.610604651,34.0145098,1.703614263,0.465116279,3.431372549,61.32050001,25.18199373,107.7072934,314.8287144,104.1406636,644.7085611
WSM,CIP,0.7,0.125,0,606.0284716,603.8872648,609.1404872,606.1314407,603.9494065,609.2418883,946.0480804,738.185598,1245.808395,956.0480327,747.6173245,1263.736324,9.99995227,9.431726565,17.92792885,167.1,167.1,167.1,435.39,435.39,435.39,0.172347297,0.066697339,0.298220059,0.744893254,0.599676915,0.830991484,0,0,0,4.124635654,1.122690583,8.151255814,16.33115846,4.445201794,32.27423256,1.545628922,0.283905226,3.131852977,60.90459721,24.07996609,108.675146,313.4583369,104.4615404,615.3972721,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.063965178,0.87702685,1.11,0,0,0,5.390734942,1.381916863,10.38205264,21.34417532,5.471587105,41.10689065,2.153193378,0.551971905,4.146849593,63.16875757,26.23832441,110.4552989,314.3884706,102.58581,623.1594713
WSM,CIP,0.7,0.15,0,606.0714786,603.9270563,609.3151984,606.1898426,604.0886747,609.6531959,950.1299451,745.2174873,1263.895448,962.7923317,758.499084,1294.712416,12.6623866,13.28159669,30.81696763,167.1,167.1,167.1,435.39,435.39,435.39,0.166880042,0.064445809,0.29324121,0.745936888,0.615434816,0.828274112,0,0,0,4.944903763,1.270862944,9.630263948,19.57894313,5.031878173,38.13024464,1.869114852,0.498064658,3.59323429,62.78202513,27.55529557,109.7977154,311.6182726,102.4903351,631.0480079,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.067271763,0.89652867,1.11,0,0,0,6.6355156,1.955433392,12.19824674,26.27278281,7.742379027,48.29796304,2.650389679,0.781048647,4.872282609,65.77590728,30.5925872,112.8571443,312.0664686,107.1781573,658.6135777
WSM,CIP+CRO,0.1,0,0,605.6821276,603.5216384,608.7413525,605.7138754,603.5416017,608.8601212,911.8492217,702.1121191,1206.154297,915.1533982,705.0741192,1210.31065,3.304176558,2.962000131,4.156353187,167.1,167.1,167.1,435.39,435.39,435.39,0.50111449,0.197745732,0.816978526,0.122609767,0.073991814,0.172080457,0.113848736,0,0.507744371,0.047006534,0,0.62278607,0.186118538,0,2.465870647,4.17E-04,0,0.005522388,53.27444102,18.39300644,103.7310917,308.112344,98.51878179,602.5679132,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.066831638,0.885889068,1.11,0,0,0,0,0,0,0,0,0,0,0,0,53.32385343,18.41224245,104.1665216,311.2728769,101.4575127,606.2125379
WSM,CIP+CRO,0.1,0.025,0,605.6259039,603.5673467,608.5960684,605.7128357,603.643104,609.0154564,906.8534376,709.5128028,1184.28931,915.7427307,712.1174187,1228.5176,8.889293127,2.604615849,44.22828948,167.1,167.1,167.1,435.39,435.39,435.39,0.494939362,0.194154489,0.815789975,0.1181614,0.070310037,0.170001064,0.250788012,0,0.785548076,0.052763897,0,0.632302453,0.208914347,0,2.503549992,0.001402424,0,0.005634518,53.4580068,16.69612032,102.5188959,302.9010482,105.5297684,580.140183,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065350628,0.868531659,1.11,0,0,0,1.067006265,0,3.11431959,4.224724277,0,12.3308944,0.426188794,0,1.243936567,55.60066643,19.2088319,103.8656563,304.1706937,101.7413159,619.7135032
WSM,CIP+CRO,0.1,0.05,0,605.6961593,603.5693288,608.9305134,605.8639138,603.6869939,609.1048416,913.7177604,715.3570405,1200.945398,928.8661102,715.5513624,1205.544908,15.14834983,0.19432188,4.599509711,167.1,167.1,167.1,435.39,435.39,435.39,0.502267238,0.197447119,0.808949793,0.116743275,0.071050936,0.167059206,0.380171168,0,1.041666667,0.044437425,0,0.629204882,0.175946361,0,2.491285412,0.002954166,0,0.00578125,54.0441914,18.26260526,103.946281,309.6212132,112.2921775,596.4736649,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.063266723,0.890883994,1.11,0,0,0,2.191554337,0,5.11026265,8.677280649,0,20.23366816,0.875361215,0,2.041165781,58.05740769,21.86948728,108.6776817,309.4905048,103.0531891,590.2496108
WSM,CIP+CRO,0.1,0.075,0,605.8038039,603.5813637,609.027889,606.0600129,603.8111839,609.3356837,923.0177209,712.6581421,1247.757114,948.12427,731.6535654,1257.41031,25.10654908,18.99542333,9.653196302,167.1,167.1,167.1,435.39,435.39,435.39,0.503236436,0.195972208,0.808856924,0.112715919,0.067942022,0.16004908,0.522521955,0,1.250315657,0.043589258,0,0.619857896,0.172588113,0,2.454276782,0.003186018,0,0.005751295,53.4770261,19.33938011,101.1564193,318.7550143,107.9128513,643.9088418,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.062874102,0.875619177,1.11,0,0,0,3.282047445,0.590402394,7.026082818,12.99499917,2.337650124,27.81920185,1.310931237,0.235821375,2.806391923,59.0855018,24.888959,105.6541096,321.1815646,99.46450193,639.6920637
WSM,CIP+CRO,0.1,0.1,0,605.7275403,603.6473173,608.7795164,606.0456433,603.9759441,609.3073965,915.6145459,720.1985779,1210.469957,947.1812853,746.2410569,1268.43226,31.56673943,26.04247904,57.9623032,167.1,167.1,167.1,435.39,435.39,435.39,0.495299443,0.190197994,0.811878655,0.111280047,0.066252334,0.156420059,0.670219723,0,1.591029981,0.040717963,0,0.610784549,0.161219452,0,2.418351604,0.003856098,0,0.005635236,53.07747177,18.25699505,97.84400512,311.1884489,115.6552347,605.8416568,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.067039512,0.879128458,1.11,0,0,0,4.420007866,1.117554385,8.85126022,17.50066064,4.424865437,35.04584291,1.765460883,0.446378968,3.535413093,60.98740372,25.79463164,107.8115971,312.1340913,109.8418532,632.230795
WSM,CIP+CRO,0.1,0.125,0,605.7174676,603.5865681,608.9407712,606.145053,603.9453946,609.1780617,916.6662916,713.2044946,1232.024738,956.4237129,749.9137669,1266.759412,39.75742129,36.70927225,34.73467443,167.1,167.1,167.1,435.39,435.39,435.39,0.503570614,0.192271318,0.817939323,0.106971444,0.062801101,0.152942873,0.812257695,0,1.715686275,0.0424693,0,0.619780048,0.168153728,0,2.453968548,0.003682606,0,0.005722391,54.73115754,19.94047255,104.7579731,312.0500403,108.6866124,628.4779231,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.066021187,0.904813786,1.11,0,0,0,5.413394838,1.771207182,10.33620058,21.43389533,7.012950372,40.92534316,2.162244303,0.707464124,4.128535143,64.34332536,28.08819873,111.7116959,314.2591977,104.7845499,638.6855354
WSM,CIP+CRO,0.1,0.15,0,605.7027432,603.589916,609.0175117,606.1590353,604.0405831,609.1687649,913.6863051,713.8273958,1224.602087,958.1053033,762.8859913,1249.317847,44.41899823,49.05859545,24.71576057,167.1,167.1,167.1,435.39,435.39,435.39,0.496926248,0.191799221,0.817783392,0.104166119,0.062342228,0.150816682,0.907572437,0.222173275,2,0.047384437,0,0.625978631,0.187614815,0,2.478511332,0.006571566,0,0.006260268,54.39016984,19.21558608,104.3325927,308.9278445,108.7959081,619.8337908,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.066093773,0.87944976,1.11,0,0,0,6.591197878,2.157361338,12.62807098,26.0973104,8.541896259,49.99981705,2.63268808,0.861703682,5.043965081,66.21061493,30.01214807,116.7817086,307.7412566,113.663707,602.8979634
WSM,CIP+CRO,0.3,0,0,605.7186593,603.6311256,608.8135337,605.6988807,603.5854013,608.7977185,914.7418712,713.9364387,1217.243312,913.5100674,713.3392041,1205.70106,-1.231803878,-0.597234585,-11.54225218,167.1,167.1,167.1,435.39,435.39,435.39,0.390330951,0.151761675,0.644521303,0.324831712,0.248680216,0.405551015,0.300760352,0,0.905394416,0.132934214,0,0.695444444,0.526342177,0,2.753555556,0.001178758,0,0.006166667,54.28260397,19.08748747,103.2059088,310.0640806,108.1947353,610.2107796,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065205696,0.900812112,1.11,0,0,0,0,0,0,0,0,0,0,0,0,53.86585371,18.58488866,102.3046947,309.6305775,109.3966908,602.0939198
WSM,CIP+CRO,0.3,0.025,0,605.7991472,603.6304548,609.0789085,605.8583529,603.625136,609.0960186,922.589639,716.9795437,1229.677475,929.1684333,715.4720572,1238.574476,6.578794291,-1.507486475,8.897000612,167.1,167.1,167.1,435.39,435.39,435.39,0.391439943,0.152478435,0.634449753,0.315486686,0.232822822,0.389387435,0.656473699,0,1.515538033,0.130930154,0,0.676740585,0.518407267,0,2.679499148,0.003123524,0,0.006178668,54.29367592,18.39647964,102.059157,317.4926043,111.0406878,625.4964183,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.06417075,0.876593216,1.11,0,0,0,1.114916786,0,3.024038448,4.414422079,0,11.97343359,0.445325446,0,1.207876038,56.09105835,19.74903983,103.5373142,317.4308182,103.1864277,624.5528272
WSM,CIP+CRO,0.3,0.05,0,605.7522108,603.5567122,609.4759494,605.9156461,603.7252502,609.2374469,919.6713424,711.3557182,1262.818255,934.7470259,725.1007316,1251.479266,15.07568347,13.74501337,-11.33898875,167.1,167.1,167.1,435.39,435.39,435.39,0.386766997,0.151448993,0.64008939,0.310600535,0.230569826,0.385580319,1.018868836,0.226143791,2.112769208,0.14464519,0,0.719634423,0.572710832,0,2.849333801,0.007244801,0,0.023593056,54.99279172,17.114581,104.8459956,314.0239386,105.8629341,657.1188173,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.066306992,0.906851902,1.11,0,0,0,2.193574911,0,5.083451777,8.685280947,0,20.12751269,0.876168282,0,2.030456853,58.3532957,19.73458881,103.476381,315.5172518,104.3764172,631.1255111
WSM,CIP+CRO,0.3,0.075,0,605.6795895,603.6291962,609.0517136,605.882065,603.8162629,609.1981347,911.7056644,710.2626815,1268.030817,930.972054,731.5450228,1252.996467,19.26638958,21.28234127,-15.0343495,167.1,167.1,167.1,435.39,435.39,435.39,0.390965336,0.15220764,0.642219069,0.298862803,0.220746331,0.380401543,1.380863096,0.446428571,2.616348283,0.132547558,0,1.066545437,0.524811243,0,4.222899669,0.007434794,0,0.020132253,54.55576172,17.78835849,104.2066889,305.6264161,105.5224939,662.5104288,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.06138347,0.880310826,1.11,0,0,0,3.232617318,0.61970297,6.557831955,12.79928461,2.453663366,25.96520075,1.291187617,0.247524752,2.619360902,59.95675468,22.6322066,109.0406288,304.114821,106.2748216,630.0800812
WSM,CIP+CRO,0.3,0.1,0,605.6653513,603.6208545,608.5256016,605.9166067,603.8803812,609.0251929,910.1938127,713.6459508,1187.833841,935.3786761,740.1445163,1230.994583,25.18486339,26.49856544,43.16074127,167.1,167.1,167.1,435.39,435.39,435.39,0.384325411,0.147240133,0.643990926,0.294280929,0.220945854,0.368199851,1.705765729,0.517936449,3.03759073,0.135593833,0,1.060847458,0.536872724,0,4.200338983,0.010660623,0,0.235877001,52.91082613,18.83669932,101.2207865,303.686055,107.7630322,581.3939539,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065328445,0.889975074,1.11,0,0,0,4.420980547,1.192190476,8.49638009,17.50451189,4.720380952,33.64072398,1.765849396,0.476190476,3.393665158,60.19499857,25.28286756,109.5997807,300.3182739,99.38897743,589.3655489
WSM,CIP+CRO,0.3,0.125,0,605.7600159,603.6241005,608.9870011,606.1385698,603.9287836,609.5142648,920.1608547,712.3996616,1247.194863,956.5127673,747.4765611,1265.239572,36.35191258,35.07689958,18.04470906,167.1,167.1,167.1,435.39,435.39,435.39,0.39251193,0.150774949,0.649441695,0.285398568,0.212205882,0.352389186,2.106233619,0.892562146,3.465346535,0.149062656,0,1.154001029,0.590201429,0,4.56917295,0.013961308,0,0.243918514,54.53635629,18.14556545,103.2093121,313.055284,104.7534801,634.2223393,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065763487,0.880506191,1.11,0,0,0,5.42334,1.831025931,10.43166667,21.47327239,7.249797829,41.30333333,2.166216648,0.731357218,4.166666667,63.43177941,25.72421938,110.909905,314.4924064,101.2039306,626.1285392
WSM,CIP+CRO,0.3,0.15,0,605.6962751,603.5883613,609.0390259,606.1524216,604.0948454,609.1845661,913.650913,708.0664822,1235.269485,958.2455378,753.4794887,1263.469945,44.59462479,45.41300651,28.20045928,167.1,167.1,167.1,435.39,435.39,435.39,0.385368316,0.145888117,0.652318582,0.27709965,0.205757776,0.343337854,2.464870224,1.111111111,4.086834016,0.137850284,0,0.70753648,0.545806955,0,2.801432983,0.01314985,0,0.242748046,54.93896975,18.26502967,103.9925089,306.1630371,101.3841406,629.1324663,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.067604529,0.906100456,1.11,0,0,0,6.474372189,2.108616064,12.15448875,25.63474862,8.34889332,48.12470685,2.586025,0.842233609,4.854804581,65.75974879,28.8678491,115.3801557,308.6660014,104.4771759,618.9238192
WSM,CIP+CRO,0.5,0,0,605.7689713,603.6978467,608.8958812,605.786512,603.647048,609.1068803,921.8679166,718.663834,1246.643222,922.3260009,718.2472312,1235.179815,0.458084238,-0.416602776,-11.46340764,167.1,167.1,167.1,435.39,435.39,435.39,0.282168688,0.109864274,0.468358742,0.527583299,0.422197242,0.611332084,0.499018954,0,1.269035533,0.201731601,0,1.209468599,0.798739821,0,4.788792271,0.001788801,0,0.010724638,54.70467684,17.38457651,104.1565512,316.3969047,112.6665456,641.6911664,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.066036049,0.903614847,1.11,0,0,0,0,0,0,0,0,0,0,0,0,54.34982525,17.85532847,101.4211449,318.4520608,114.3340788,631.2975587
WSM,CIP+CRO,0.5,0.025,0,605.7573298,603.5777231,609.0254098,605.8673195,603.7310888,609.4069502,920.3705923,707.9392223,1219.836643,929.1256991,722.69719,1274.892578,8.755106772,14.75796773,55.05593483,167.1,167.1,167.1,435.39,435.39,435.39,0.277641732,0.110961591,0.468718668,0.516428963,0.424378825,0.596495327,1.068554747,0.239177759,2.217023119,0.219415796,0,1.215488018,0.868758948,0,4.812625669,0.005079418,0,0.011565543,52.84421328,18.09775885,102.601533,314.0669218,103.1635836,609.5106677,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.069639487,0.918164883,1.11,0,0,0,1.065915549,0,3.113930348,4.220405677,0,12.32935323,0.425753135,0,1.243781095,54.30989374,19.14810857,105.4373389,317.6165456,111.5811118,658.8537229
WSM,CIP+CRO,0.5,0.05,0,605.706739,603.6236885,608.6458308,605.8965178,603.7468001,608.9978355,916.2184592,715.1386034,1191.647873,932.83173,727.8364212,1238.718484,16.61327079,12.69781773,47.07061041,167.1,167.1,167.1,435.39,435.39,435.39,0.276722586,0.106945189,0.463522048,0.50144743,0.401992857,0.586671449,1.652153107,0.490196078,2.966101695,0.235538695,0,1.2518,0.932596251,0,4.9564,0.009422048,0,0.22423872,55.32606948,18.52209421,103.6135772,309.0414839,105.1266504,585.0717658,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.066011445,0.886889195,1.11,0,0,0,2.185723261,0,4.950796526,8.65419298,0,19.60227505,0.873032138,0,1.977471052,58.49262424,22.04637404,105.8560053,313.4685606,106.6002416,624.4502711
WSM,CIP+CRO,0.5,0.075,0,605.7356473,603.6613721,609.0613703,605.9366438,603.848144,609.2921119,917.1895877,717.7418884,1224.986817,937.5402177,739.750725,1270.323274,20.35063005,22.00883654,45.33645656,167.1,167.1,167.1,435.39,435.39,435.39,0.277845539,0.107776198,0.469085229,0.488890576,0.38463784,0.571331691,2.246163652,0.908886159,3.731990337,0.228140663,0,1.233453129,0.903304349,0,4.88375706,0.015087137,0,0.246335441,54.8265612,19.71449306,100.2330115,309.2943933,110.6453653,619.156459,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065519717,0.894109443,1.11,0,0,0,3.301534513,0.587630874,6.955253101,13.07215662,2.326676517,27.53875736,1.318714856,0.234714361,2.778100775,60.21096505,23.52470822,108.5024614,310.4171213,112.4438073,622.8404334
WSM,CIP+CRO,0.5,0.1,0,605.7665254,603.5965307,609.0005305,606.0212517,603.8570748,609.1357638,919.7590664,712.8936239,1235.206853,946.0299904,734.6354419,1233.53187,26.27092398,21.74181797,-1.67498365,167.1,167.1,167.1,435.39,435.39,435.39,0.279579851,0.10606464,0.466228802,0.477137013,0.37525094,0.565787585,2.824514223,1.315503432,4.481283261,0.22906344,0,1.239715792,0.906958008,0,4.908553564,0.0198554,0,0.253807107,54.38751577,17.95979809,102.3025342,311.1323518,105.049628,625.1796225,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.067281753,0.89368875,1.11,0,0,0,4.303836243,1.16433034,8.388350515,17.04068857,4.610071016,33.21298969,1.719059052,0.465062446,3.350515464,61.17105612,25.0903542,109.4702969,311.66994,104.1756484,600.8058056
WSM,CIP+CRO,0.5,0.125,0,605.7455216,603.5817577,608.7097007,606.1323505,604.0444249,609.3454018,918.1383527,712.6060448,1203.719955,955.1666782,753.9292379,1253.126554,37.02832551,41.32319311,49.40659897,167.1,167.1,167.1,435.39,435.39,435.39,0.282133227,0.10658492,0.467987835,0.461850791,0.36287079,0.547536921,3.393038779,1.706904678,5.324900794,0.234009255,0,1.233300493,0.926540558,0,4.883152709,0.02721899,0,0.252569086,55.42841475,20.00953466,102.5318014,308.6799281,103.173706,593.7206533,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.068342099,0.88790177,1.11,0,0,0,5.543495635,1.714599658,10.38078049,21.94901882,6.788817497,41.10185366,2.214209792,0.684853674,4.146341463,63.89978896,27.33341713,110.7381568,312.4669389,109.6190422,620.5925111
WSM,CIP+CRO,0.5,0.15,0,605.7643023,603.7012567,608.7611366,606.1685935,604.0744754,609.4924901,919.0410567,720.9974349,1217.747312,959.2936765,762.1754955,1285.044545,40.2526198,41.17806066,67.29723255,167.1,167.1,167.1,435.39,435.39,435.39,0.282586816,0.107675371,0.473531561,0.447431578,0.3552,0.52583959,4.060929962,2.216275104,6.018809324,0.262119266,0,1.2518,1.037839854,0,4.9564,0.028977038,0,0.255134746,55.75837516,20.14625976,104.2384538,308.6015249,112.1239794,607.5349079,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.065304156,0.878714656,1.11,0,0,0,6.51845748,2.296358716,11.64585082,25.80930073,9.092245038,46.11079645,2.603633759,0.917222686,4.651641963,66.12573791,28.50064694,112.7622521,309.3625023,108.2511144,637.4647164
WSM,CIP+CRO,0.7,0,0,605.7782668,603.6031085,609.0517107,605.6570746,603.5018732,608.6872868,921.3731289,712.3940556,1243.562107,910.8852227,705.4117243,1208.957528,-10.48790622,-6.982331249,-34.60457817,167.1,167.1,167.1,435.39,435.39,435.39,0.16463223,0.064441534,0.291890665,0.729136603,0.59385,0.818443662,0.700234858,0,1.598541759,0.313059495,0,1.332799684,1.239533538,0,5.277111644,0.002775971,0,0.011818243,54.60980977,18.85482922,103.8118283,314.7753348,106.495213,636.6461218,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.06423063,0.893443706,1.11,0,0,0,0,0,0,0,0,0,0,0,0,53.83648132,18.37274371,102.2999342,307.0074232,101.5912584,605.1600821
WSM,CIP+CRO,0.7,0.025,0,605.7609395,603.6575209,609.1163304,605.8075822,603.7119799,609.1861471,918.3229423,717.4586048,1237.913985,924.9856492,725.149384,1243.794137,6.662706902,7.690779218,5.880151806,167.1,167.1,167.1,435.39,435.39,435.39,0.168221131,0.065077396,0.293254698,0.713004849,0.580846821,0.802227273,1.474340553,0.456569116,2.791083294,0.303006524,0,1.304129009,1.199729617,0,5.163592441,0.007863713,0,0.01852865,54.42199212,19.45132866,102.0712223,310.8328193,109.3232051,632.9404955,167.1,167.1,167.1,435.39,435.39,435.39,0,0,0,1.066090169,0.88794532,1.11,0,0,0,1.091235479,0,3.053544895,4.320657874,0,12.09026196,0.435866544,0,1.219661645,55.62242828,20.37673598,104.1779768,313.3869339,111.9146051,631.6412116
