group,panel,cip_res,cro_res,nda_res,cost_with_test_mean,cost_with_test_lower,cost_with_test_upper,cost_without_test_mean,cost_without_test_lower,cost_without_test_upper,cost_with_test_mean_ng,cost_with_test_lower_ng,cost_with_test_upper_ng,cost_without_test_mean_ng,cost_without_test_lower_ng,cost_without_test_upper_ng,,,,cost_with_test_ng_init_visit_mean,cost_with_test_ng_init_visit_lower,cost_with_test_ng_init_visit_upper,cost_with_test_ng_init_diag_mean,cost_with_test_ng_init_diag_lower,cost_with_test_ng_init_diag_upper,cost_with_test_ng_cip_mean,cost_with_test_ng_cip_lower,cost_with_test_ng_cip_upper,cost_with_test_ng_cro_mean,cost_with_test_ng_cro_lower,cost_with_test_ng_cro_upper,cost_with_test_ng_nda_mean,cost_with_test_ng_nda_lower,cost_with_test_ng_nda_upper,cost_with_test_ng_follow_visit_mean,cost_with_test_ng_follow_visit_lower,cost_with_test_ng_follow_visit_upper,cost_with_test_ng_follow_diag_mean,cost_with_test_ng_follow_diag_lower,cost_with_test_ng_follow_diag_upper,cost_with_test_ng_follow_drugs_mean,cost_with_test_ng_follow_drugs_lower,cost_with_test_ng_follow_drugs_upper,cost_with_test_ng_partner_total_mean,cost_with_test_ng_partner_total_lower,cost_with_test_ng_partner_total_upper,cost_with_test_ng_complications_mean,cost_with_test_ng_complications_lower,cost_with_test_ng_complications_upper,cost_without_test_ng_init_visit_mean,cost_without_test_ng_init_visit_lower,cost_without_test_ng_init_visit_upper,cost_without_test_ng_init_diag_mean,cost_without_test_ng_init_diag_lower,cost_without_test_ng_init_diag_upper,cost_without_test_ng_cip_mean,cost_without_test_ng_cip_lower,cost_without_test_ng_cip_upper,cost_without_test_ng_cro_mean,cost_without_test_ng_cro_lower,cost_without_test_ng_cro_upper,cost_without_test_ng_nda_mean,cost_without_test_ng_nda_lower,cost_without_test_ng_nda_upper,cost_without_test_ng_follow_visit_mean,cost_without_test_ng_follow_visit_lower,cost_without_test_ng_follow_visit_upper,cost_without_test_ng_follow_diag_mean,cost_without_test_ng_follow_diag_lower,cost_without_test_ng_follow_diag_upper,cost_without_test_ng_follow_drugs_mean,cost_without_test_ng_follow_drugs_lower,cost_without_test_ng_follow_drugs_upper,cost_without_test_ng_partner_total_mean,cost_without_test_ng_partner_total_lower,cost_without_test_ng_partner_total_upper,cost_without_test_ng_complications_mean,cost_without_test_ng_complications_lower,cost_without_test_ng_complications_upper,strategy
MSM,cip,0.5,0.15,0.05,304.3273213,302.4334499,306.8134143,305.2537586,303.2022686,307.9407484,382.8749998,340.89639,437.7976278,403.1078983,358.64806,460.3058602,20.23289853,17.75167005,22.50823237,167.1,167.1,167.1,133.49,133.49,133.49,0.269119519,0.109632305,0.442348076,0.527090589,0.482369515,0.57236246,0,0,0,5.744732771,2.962942236,8.683915669,7.105423989,3.664741544,10.74077858,2.174454795,1.131231217,3.300617685,59.70521657,24.15668983,107.4447848,61.25037622,22.03402611,116.5556093,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.04298771,0.981556743,1.086534916,0,0,0,10.68170727,5.933092755,15.54252938,13.21176495,7.338398716,19.22391616,4.266539092,2.369824555,6.208072129,64.55018202,28.35379314,111.8702071,63.72787083,22.91736608,120.8789507,CIP
MSM,cip,0.7,0,0.05,303.4022764,301.5773557,305.8535521,303.3280345,301.5233372,305.8812288,362.542009,322.7776409,416.7680352,360.9588314,320.9385291,414.8520592,-1.583177636,-1.839111803,-1.915976,167.1,167.1,167.1,133.49,133.49,133.49,0.166153881,0.06540218,0.274765563,0.730621254,0.680124905,0.777368755,0,0,0,0.508951011,0,1.110274708,0.629500599,0,1.37325318,0.004512986,0,0.009845063,55.27270414,18.75623253,106.4544257,59.26785138,19.2135152,113.3284322,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043428887,0.983717627,1.084899407,0,0,0,0,0,0,0,0,0,0,0,0,54.81877492,17.9278613,105.324848,59.01063436,18.92046695,112.9389287,CIP
MSM,cip,0.7,0.025,0.05,303.5902113,301.8411546,306.0209499,303.6269201,301.8589628,306.079529,366.7716865,327.7527162,421.2665256,367.413112,328.5628168,421.3453587,0.641425494,0.810100641,0.078833041,167.1,167.1,167.1,133.49,133.49,133.49,0.161849669,0.064060871,0.271311106,0.730395021,0.678746316,0.776286654,0,0,0,1.771636156,0.696140919,3.033147005,2.191263989,0.861028108,3.751574939,0.517216834,0.168148478,0.940926518,55.60620875,20.27844557,104.5191977,59.06541876,19.12009259,112.5719364,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043114788,0.980780899,1.086289254,0,0,0,1.790896258,0.693581537,3.050017298,2.215086017,0.857862514,3.772441111,0.71532843,0.277033686,1.218252635,55.79205002,19.54372536,104.846792,59.15931915,19.74205868,111.9641617,CIP
MSM,cip,0.7,0.05,0.05,303.8541347,302.0189911,306.406975,303.9812716,302.1411091,306.5363437,372.5410999,332.6918375,429.4143438,375.1827774,333.6538824,430.8762829,2.641677549,0.962044845,1.461939137,167.1,167.1,167.1,133.49,133.49,133.49,0.16733998,0.064989868,0.269686207,0.730003293,0.676620247,0.775893705,0,0,0,3.040613579,1.344324871,4.887855017,3.760810037,1.662740213,6.045587093,1.024727991,0.433931783,1.66286959,57.52833543,22.15809886,107.6757282,60.37497145,20.80156316,117.0220888,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042548594,0.975602528,1.084251126,0,0,0,3.56283664,1.72735454,5.500315803,4.40672629,2.136493876,6.803114681,1.423085413,0.68994829,2.196962695,58.13881377,22.64124679,108.2084875,60.71909793,20.58279858,117.7613787,CIP
MSM,cip,0.7,0.075,0.05,304.1054429,302.2311053,306.5267375,304.3396282,302.4676608,306.8495396,378.0652903,337.4558691,431.3456472,383.1782878,342.522527,437.6173466,5.112997567,5.066657899,6.271699336,167.1,167.1,167.1,133.49,133.49,133.49,0.166224857,0.065068794,0.274948532,0.729210742,0.679403817,0.775077094,0,0,0,4.287329317,2.037782379,6.441874045,5.302821522,2.520449319,7.967689395,1.529069578,0.732675509,2.332168142,59.31352693,23.75131802,106.6622707,61.57277569,21.12711583,116.0055527,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043794793,0.984242212,1.085002676,0,0,0,5.432769595,2.783061319,8.160824252,6.719569551,3.442254226,10.0937883,2.169983062,1.111623789,3.259635825,60.59006794,24.25258649,108.9316505,62.16892294,21.20381345,117.556921,CIP
MSM,cip,0.7,0.1,0.05,304.2961015,302.3936296,306.826409,304.62942,302.6680717,307.267748,382.3308787,340.9204884,438.8939596,389.4128136,346.2857116,446.4178376,7.081934911,5.365223167,7.523878035,167.1,167.1,167.1,133.49,133.49,133.49,0.168999949,0.065363374,0.270613372,0.730016669,0.677121818,0.778110189,0,0,0,5.524645848,2.752685623,8.308436731,6.833207515,3.404683775,10.27636411,2.033925987,1.01926424,3.099212479,59.79111174,23.45394803,110.0510002,61.3772294,19.09864582,118.4116695,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043900473,0.984615535,1.086324079,0,0,0,7.198475961,3.736151804,10.62926411,8.903499226,4.621092697,13.14690016,2.875250024,1.492311793,4.245591991,61.51100836,24.14535302,111.1771094,62.13519353,19.6538637,119.7997722,CIP
MSM,cip,0.7,0.125,0.05,304.568134,302.6665233,307.2434746,304.976056,303.0153466,307.4841087,388.0529324,346.9366467,445.0849206,397.2625359,354.1788007,455.8291708,9.209603431,7.24215407,10.7442502,167.1,167.1,167.1,133.49,133.49,133.49,0.164534479,0.066573817,0.273852542,0.729108498,0.679413486,0.774859879,0,0,0,6.839258124,3.630305741,10.18782984,8.459197438,4.49017605,12.60090824,2.560268764,1.323973893,3.829139009,61.49361305,25.54204167,111.2958299,62.48808613,21.42648654,119.3253105,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043725789,0.981406235,1.087254057,0,0,0,9.046465423,4.934381877,13.19859564,11.18920148,6.103134254,16.32480079,3.613382898,1.970914634,5.271846795,63.73205337,27.07300875,112.3234424,63.43960675,21.77157942,121.721879,CIP
MSM,cip,0.7,0.15,0.05,304.7304883,302.7793069,307.2399686,305.2503368,303.2051428,307.7416746,391.7511048,348.3242169,445.9593876,403.2356102,357.3146083,458.6280082,11.4845054,8.990391347,12.66862065,167.1,167.1,167.1,133.49,133.49,133.49,0.166460216,0.06491092,0.276031021,0.729752076,0.6761996,0.77360741,0,0,0,8.045030225,4.306785439,11.77140348,9.950567421,5.326886001,14.55956544,3.052050702,1.577810309,4.435125187,61.7295004,26.63386093,109.9602583,61.94903512,20.98223124,119.668525,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043475427,0.981180077,1.08480358,0,0,0,10.78614091,5.863030096,15.32616418,13.34093463,7.251741091,18.95630292,4.30825248,2.341839789,6.121650494,64.62687111,29.17309804,113.3378183,63.34056782,21.53400078,121.330599,CIP
MSM,cip+cro,0.1,0,0.05,303.2655651,301.5307703,305.6234733,303.2718557,301.5432806,305.6134493,359.53808,321.3986298,410.6888429,359.630765,321.5727457,409.7314283,0.092685053,0.174115917,-0.957414577,167.1,167.1,167.1,133.49,133.49,133.49,0.493086546,0.192771495,0.792002924,0.119836629,0.095177291,0.143148476,0.114784247,0,0.281539466,0.079731341,0,0.31091985,0.098616421,0,0.384563991,0.004273494,0,0.056475689,53.59691394,18.31470722,102.4492152,57.75249377,19.19662488,109.2580923,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044285708,0.988385517,1.084973223,0,0,0,0,0,0,0,0,0,0,0,0,53.59649862,18.24003169,102.2493724,57.68045315,19.617153,107.7893805,CIP+CRO
MSM,cip+cro,0.1,0.025,0.05,303.3288952,301.5486005,305.588744,303.6447133,301.8358212,305.9848551,360.843831,321.267121,412.0272528,367.8990152,328.1089172,418.6537346,7.05518417,6.841796199,6.626481771,167.1,167.1,167.1,133.49,133.49,133.49,0.491445469,0.193811192,0.785415261,0.116375349,0.09388651,0.139407548,0.24329419,0.053821313,0.493976249,0.095931672,0,0.407819288,0.118653945,0,0.504414925,0.009795595,0,0.058077165,54.70099345,18.28965225,101.3626565,58.8588636,19.39390852,110.450812,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.0444315,0.981600759,1.086621848,0,0,0,1.797716511,0.784465358,3.066258505,2.223521708,0.970272978,3.792529193,0.718052609,0.313334941,1.224739777,56.39222918,20.34053673,103.7167852,59.70561502,20.28063006,111.3554306,CIP+CRO
MSM,cip+cro,0.1,0.05,0.05,303.341139,301.5510931,305.8893879,303.9833196,302.1440023,306.552797,361.100707,322.0980513,416.9322027,375.3216499,334.8466102,431.7460001,14.22094285,12.74855884,14.81379735,167.1,167.1,167.1,133.49,133.49,133.49,0.482837913,0.190809176,0.783884166,0.113974001,0.091243605,0.136766824,0.387289733,0.114492838,0.680369069,0.10274099,0,0.412704043,0.12707611,0,0.510456679,0.015638115,0,0.105964439,54.71721613,18.55046898,106.1675758,58.913193,19.43891223,115.4110314,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043468836,0.983724297,1.084753534,0,0,0,3.641479286,1.77410879,5.690604034,4.503996149,2.194322287,7.038474378,1.454497238,0.708623099,2.272968539,58.16369223,22.35869848,108.9077656,60.58415385,20.00982464,118.3430274,CIP+CRO
MSM,cip+cro,0.1,0.075,0.05,303.3116859,301.6190694,305.7665926,304.2712658,302.4572198,306.7769366,360.5359076,323.2579441,412.8646559,381.5800652,342.1720112,436.3517784,21.04415757,18.9140671,23.48712244,167.1,167.1,167.1,133.49,133.49,133.49,0.486945023,0.194677533,0.784553752,0.110717402,0.088708827,0.13281391,0.507426848,0.21737364,0.876169824,0.112103811,0,0.424399258,0.138656599,0,0.52492201,0.01990595,0,0.111956902,54.03097153,19.69119541,103.942915,58.15745064,20.69188304,109.9897235,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043393737,0.984640208,1.086773767,0,0,0,5.434324776,2.928148237,8.234296517,6.721493091,3.621706276,10.18466312,2.17060424,1.169575107,3.288982472,59.09421902,24.25438309,107.6428551,60.57835788,21.49065507,115.6450842,CIP+CRO
MSM,cip+cro,0.1,0.1,0.05,303.3126217,301.565354,305.7558671,304.5764523,302.657626,307.0677655,360.5561748,322.2600621,417.2927027,388.2587734,346.5246212,443.556274,27.70259865,24.26455908,26.2635713,167.1,167.1,167.1,133.49,133.49,133.49,0.479322531,0.187208949,0.787475179,0.10823496,0.086584114,0.131037734,0.647812248,0.317009117,1.043000351,0.127254823,0,0.428822388,0.157396263,0,0.530392798,0.026409932,0,0.115308727,53.94183203,18.94182988,104.5035478,57.93296862,19.34760995,114.9004045,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.04424253,0.980987457,1.08668143,0,0,0,7.094552911,4.05440841,10.41135508,8.774961073,5.01473122,12.87737743,2.833740578,1.619431383,4.158553715,60.68828802,24.75952087,109.6794798,61.38983699,20.71687073,119.0382189,CIP+CRO
MSM,cip+cro,0.1,0.125,0.05,303.306947,301.5160288,305.7612334,304.8811457,302.838763,307.44066,360.3950672,320.7620502,413.1620174,395.0643956,350.7082403,451.0699736,34.66932836,29.94619017,37.90795615,167.1,167.1,167.1,133.49,133.49,133.49,0.477190764,0.188439268,0.779026265,0.105228846,0.083273534,0.127003064,0.780455101,0.411010267,1.211554141,0.142651392,0,0.442803368,0.176439648,0,0.547685297,0.031693117,0,0.118128265,53.66495324,17.33253134,101.6013518,57.5788674,18.15771794,109.9926716,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044088096,0.983054944,1.086834187,0,0,0,8.940691781,4.691510673,12.96371383,11.05837441,5.802736839,16.03428512,3.571134279,1.873905845,5.178029168,62.12873204,25.8794431,109.1367429,61.67924658,19.68231197,114.8101073,CIP+CRO
MSM,cip+cro,0.1,0.15,0.05,303.337585,301.5305046,305.7698721,305.2306211,303.2126156,307.8688267,361.1353978,321.896469,414.7735148,402.8210213,359.099954,459.7798156,41.68562353,37.20348502,45.0063008,167.1,167.1,167.1,133.49,133.49,133.49,0.49093938,0.186512015,0.790983923,0.101951271,0.081544665,0.122646067,0.910177794,0.494437939,1.357533764,0.152356315,0,0.52491898,0.188443267,0,0.649250725,0.037574408,0,0.162013452,54.15241022,17.7244807,102.2027207,58.10142696,18.53158127,111.3498623,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043244463,0.984825492,1.08508557,0,0,0,10.76852132,5.757614301,15.51279259,13.31914168,7.121356624,19.18713594,4.301214777,2.299734103,6.196194516,64.19386286,26.97894982,112.6489094,63.24942321,19.95676018,122.4765209,CIP+CRO
MSM,cip+cro,0.3,0,0.05,303.4366119,301.5562609,305.95691,303.3986933,301.5142644,305.7572037,363.2359335,321.4631922,417.4132473,362.3629107,320.8303133,415.0502518,-0.873022736,-0.632878872,-2.362995445,167.1,167.1,167.1,133.49,133.49,133.49,0.373560315,0.151669125,0.606809396,0.317904009,0.282326087,0.354310174,0.29343362,0.057142857,0.590842367,0.230022954,0,0.670882759,0.284505944,0,0.829787327,0.010598637,0,0.060948571,56.36522067,18.1488536,106.4671128,60.6664573,18.87749611,114.6764451,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043945973,0.983572116,1.08641248,0,0,0,0,0,0,0,0,0,0,0,0,56.11382868,17.84656703,106.3016269,60.41961122,18.89432693,113.1770423,CIP+CRO
MSM,cip+cro,0.3,0.025,0.05,303.3804916,301.5761136,305.7918836,303.6455851,301.8312031,306.1267363,362.0284304,322.4868254,414.0207915,367.7181048,328.1753487,420.2936229,5.68967434,5.688523346,6.272831426,167.1,167.1,167.1,133.49,133.49,133.49,0.377400533,0.146077207,0.609354132,0.310323155,0.275627611,0.346023755,0.660434828,0.320838494,1.077109723,0.269408371,0,0.715355254,0.333220148,0,0.88479353,0.026211267,0,0.114017467,54.86765792,18.33285514,104.2030544,58.8594209,19.23953473,111.2261912,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043904946,0.982809848,1.086609827,0,0,0,1.772789438,0.690781852,3.063613626,2.192690435,0.854399698,3.789257851,0.708096117,0.275915423,1.223683346,56.23451869,19.84334819,104.3317974,59.51609627,19.16807612,111.5248412,CIP+CRO
MSM,cip+cro,0.3,0.05,0.05,303.4003168,301.5587654,305.8725166,303.9665667,302.0817706,306.5254299,362.5635773,322.1834543,416.534749,374.9254655,333.9308273,429.3300247,12.36188823,11.74737296,12.79527571,167.1,167.1,167.1,133.49,133.49,133.49,0.377336963,0.150698079,0.618537076,0.302418469,0.268011803,0.338799644,0.997519608,0.562382407,1.4493158,0.302321675,0,0.812066541,0.373929261,0,1.004411748,0.039573927,0,0.152638479,54.84870091,17.91630513,105.7520848,58.83147966,18.44474714,113.1953146,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042536768,0.983237454,1.087686981,0,0,0,3.592165507,1.795211155,5.583335676,4.443001961,2.220422936,6.905798552,1.434800091,0.717051907,2.230122894,57.84081196,20.87329756,107.7572773,60.30985014,18.81405711,117.1844151,CIP+CRO
MSM,cip+cro,0.3,0.075,0.05,303.3531586,301.7090781,305.6393303,304.2199654,302.5078554,306.5684614,361.3984311,325.3364889,409.6575387,380.4771787,342.7982904,431.3168912,19.07874761,17.46180143,21.65935249,167.1,167.1,167.1,133.49,133.49,133.49,0.376874522,0.146615189,0.616476278,0.294520042,0.258657048,0.328118568,1.357055716,0.855579952,1.90960349,0.340930845,0,0.83086371,0.421683357,0,1.027661194,0.055589453,0,0.175918516,53.52456222,19.81067693,99.55215518,57.09280223,20.69016767,106.2179606,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043401371,0.981907609,1.087126158,0,0,0,5.404925417,2.953164877,8.07670197,6.685130231,3.65264833,9.989740901,2.158861406,1.179567374,3.226035297,58.21887675,24.10942483,104.159547,59.58006223,21.5486814,111.6165956,CIP+CRO
MSM,cip+cro,0.3,0.1,0.05,303.4720931,301.6450156,305.6649987,304.6415016,302.7512927,306.9152736,363.9538907,323.7570088,412.2272611,389.6817933,348.662105,440.410731,25.72790267,24.90509621,28.18346994,167.1,167.1,167.1,133.49,133.49,133.49,0.372970476,0.147607479,0.607069202,0.28747732,0.252762573,0.321730254,1.716635376,1.147438738,2.300299098,0.358901829,0,0.918656865,0.44391093,0,1.13624894,0.069769086,0,0.219810592,55.45222206,19.67595537,101.2039533,59.10359525,19.40201858,107.9313987,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044265234,0.98494539,1.085057578,0,0,0,7.178605359,3.85368562,10.28356736,8.878922094,4.766465446,12.71932205,2.867313212,1.539257717,4.107512126,61.81862207,26.61444545,106.5413623,62.44767756,20.68943001,112.3997068,CIP+CRO
MSM,cip+cro,0.3,0.125,0.05,303.5298626,301.7520899,306.1470792,305.0143453,302.9728154,307.7798152,365.31897,326.0231464,423.7589624,397.8829025,353.4154378,458.7017962,32.56393255,27.39229135,34.94283388,167.1,167.1,167.1,133.49,133.49,133.49,0.374840726,0.147064488,0.613686968,0.279044118,0.245693594,0.314523033,2.067824708,1.433129432,2.764712659,0.400641681,0,0.918370756,0.495537238,0,1.135895065,0.088206577,0,0.233324881,56.25813688,20.04324905,107.2287222,59.87027577,20.25611966,118.005728,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042944905,0.983628641,1.087518972,0,0,0,9.024376053,4.978186793,12.84941396,11.16188005,6.157314756,15.89291231,3.604559855,1.988411405,5.132374963,64.25684514,26.76660857,115.0025073,64.15031567,21.88610644,124.5992459,CIP+CRO
MSM,cip+cro,0.3,0.15,0.05,303.5414266,301.7617356,306.0328583,305.2843275,303.2188475,307.9866067,365.5908517,326.1750701,419.642155,404.0349478,358.1721925,462.9796438,38.4440961,31.99712235,43.33748871,167.1,167.1,167.1,133.49,133.49,133.49,0.376995313,0.149484639,0.619119497,0.270125977,0.234701249,0.301748814,2.40244734,1.718355973,3.180031392,0.436459567,0,0.983484415,0.53983891,0,1.216431475,0.102131569,0,0.279944259,56.08333296,20.0869428,105.5971536,59.62987024,20.09227741,113.7992145,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043687462,0.978535979,1.087012293,0,0,0,10.6742089,6.124836529,15.32271884,13.20249053,7.575558713,18.95204152,4.263544058,2.446411779,6.120274339,65.47600067,28.40816996,114.1015009,64.57871125,21.94683957,123.0490857,CIP+CRO
MSM,cip+cro,0.5,0,0.05,303.4000621,301.6448103,305.8936842,303.3318165,301.6016801,305.8185216,362.5240154,323.9468743,416.0416794,360.949388,322.4506628,415.6292262,-1.574627398,-1.496211552,-0.412453161,167.1,167.1,167.1,133.49,133.49,133.49,0.263702761,0.106408992,0.440731913,0.517026003,0.469943751,0.558726166,0.484032997,0.216902152,0.832431558,0.389589861,0,0.953570997,0.481867696,0,1.179432796,0.018614287,0,0.109352621,55.0663885,19.81665649,104.6420617,59.08731071,20.29739918,113.2407001,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043416071,0.978018605,1.087078979,0,0,0,0,0,0,0,0,0,0,0,0,54.71741711,19.22793918,103.8941109,59.00078995,20.4860772,113.7743155,CIP+CRO
MSM,cip+cro,0.5,0.025,0.05,303.5064006,301.6062621,305.8962771,303.7080221,301.8089828,306.1085526,364.6828411,323.0095987,417.2244973,369.3062061,327.4582457,421.2062404,4.623365012,4.448647017,3.981743098,167.1,167.1,167.1,133.49,133.49,133.49,0.277582894,0.107808632,0.444313772,0.504950481,0.460842315,0.549543903,1.049454457,0.624964569,1.560759583,0.426248426,0,0.981254199,0.527209169,0,1.213673012,0.041919991,0,0.165378502,56.51202265,18.20694576,104.7724468,60.3655856,18.34392733,113.4450798,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044333718,0.984038033,1.086982676,0,0,0,1.783871524,0.686990824,3.06387385,2.206397413,0.849710731,3.789579711,0.712522577,0.274401192,1.223787286,57.67033991,19.88632266,104.9001118,61.06466394,19.0321458,112.7761885,CIP+CRO
MSM,cip+cro,0.5,0.05,0.05,303.4619086,301.6952959,305.9102955,303.9520826,302.1523233,306.3604786,363.8306018,324.8816287,418.5547968,374.7175551,334.9397048,429.4905167,10.88695322,10.0580761,10.93571995,167.1,167.1,167.1,133.49,133.49,133.49,0.272771001,0.10856809,0.44101883,0.491269675,0.448912679,0.532757729,1.620478971,1.08104269,2.246781024,0.498244381,0,1.158564007,0.616258009,0,1.43298023,0.067820357,0,0.224942645,54.9831324,18.87132992,102.1922552,58.54901115,19.12685916,112.2506618,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.04292482,0.982499202,1.086611109,0,0,0,3.587145582,1.696928745,5.592656797,4.436793021,2.098861461,6.917327463,1.432795008,0.677795473,2.233845981,57.68438071,21.62084288,105.6881754,60.15903981,19.87074133,115.3730289,CIP+CRO
MSM,cip+cro,0.5,0.075,0.05,303.5509921,301.7107059,305.9420905,304.3034882,302.400572,306.9436373,365.6738849,324.8353751,418.637146,382.5029946,340.0359699,438.4077392,16.82910973,15.20059477,19.77059317,167.1,167.1,167.1,133.49,133.49,133.49,0.271560062,0.103081472,0.438403715,0.477548878,0.433553811,0.520278567,2.181875129,1.558933432,2.847869513,0.547676028,0,1.208950003,0.677397983,0,1.495300599,0.089507977,0,0.23689509,55.95336817,19.07372493,105.2490626,59.48946168,19.29945173,112.8443001,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.041429222,0.980198955,1.086747519,0,0,0,5.313606561,2.633868705,8.121752769,6.572181689,3.25772401,10.04546238,2.122386388,1.052032555,3.244029705,60.03892312,22.73801603,109.9519714,61.85405539,20.05421368,117.3290246,CIP+CRO
MSM,cip+cro,0.5,0.1,0.05,303.5603,301.7866514,305.9382065,304.6145087,302.7182011,307.0564624,365.9168914,326.5740217,417.5574632,389.2365058,346.9319487,444.0072743,23.31961446,20.357927,26.44981104,167.1,167.1,167.1,133.49,133.49,133.49,0.26683908,0.105121841,0.442431065,0.465671816,0.421796396,0.50695323,2.764602418,2.036107126,3.531002229,0.604256402,0.13459133,1.253192436,0.747379923,0.166470488,1.550022247,0.114294023,0.001207769,0.325030728,55.62442623,19.7460204,102.9955801,58.82637559,20.07336598,109.8385441,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.04340902,0.982926061,1.086451763,0,0,0,7.208348869,3.735031315,10.65199779,8.91571062,4.61970681,13.17501852,2.879193509,1.491864241,4.254672388,61.32859873,25.59703761,107.4896376,61.98163494,20.85857422,115.0488647,CIP+CRO
MSM,cip+cro,0.5,0.125,0.05,303.6502717,301.783061,306.096471,305.0018913,302.9593447,307.6599698,367.9335626,326.5250683,421.6139745,397.6132364,352.6263571,456.069062,29.67967389,26.10128881,34.45508747,167.1,167.1,167.1,133.49,133.49,133.49,0.265223318,0.1050736,0.445406856,0.452484364,0.407627119,0.493207714,3.364897699,2.599540335,4.233036163,0.671116684,0.134888611,1.418155334,0.830076659,0.166838183,1.754058079,0.143663299,0.001226351,0.335818697,56.80678644,19.08291966,105.8143338,59.87074284,18.13237527,113.4979702,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043523952,0.97997666,1.088378953,0,0,0,9.081649091,5.00105727,12.75290303,11.23271871,6.18560231,15.77354191,3.627436128,1.997546441,5.093826102,63.99735718,26.04089873,114.5045457,63.92312589,19.97876374,121.361207,CIP+CRO
MSM,cip+cro,0.5,0.15,0.05,303.6625627,301.892933,306.2917259,305.2644067,303.2206003,307.9448406,367.9914168,329.2641412,425.0782312,403.6546747,358.8262714,463.535088,35.6632579,29.56213022,38.45685676,167.1,167.1,167.1,133.49,133.49,133.49,0.270251534,0.105497367,0.439738473,0.43999861,0.398243325,0.480310288,3.923790208,3.041906422,4.889925589,0.725436372,0.13756044,1.493674297,0.897262449,0.170142857,1.847464382,0.168999837,0.002617541,0.399495607,56.1998639,20.30352111,107.4932202,59.02096608,19.97235931,116.2417049,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042903267,0.981173884,1.08514264,0,0,0,10.82429325,6.094929979,15.44466327,13.38812369,7.53856853,19.10286958,4.323491471,2.43446636,6.168981974,64.89047389,28.21298377,116.250177,63.81945597,21.51399613,122.2497386,CIP+CRO
MSM,cip+cro,0.7,0,0.05,303.4248536,301.6951879,305.81374,303.3006196,301.5563079,305.7446087,362.9413544,324.9344743,415.9482674,360.2411218,321.9719928,414.7602285,-2.700232633,-2.962481476,-1.188038842,167.1,167.1,167.1,133.49,133.49,133.49,0.165248003,0.065400119,0.271845787,0.715134057,0.665486242,0.763137301,0.661215789,0.324640338,1.073660862,0.566647738,0.131212498,1.229968103,0.700863312,0.162291349,1.521297023,0.02426818,0.001163492,0.116445654,54.80424503,19.33502756,103.0909856,58.61932263,20.46476922,111.6813819,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.04367908,0.981322909,1.087093008,0,0,0,0,0,0,0,0,0,0,0,0,54.12006469,18.48522406,102.3645515,58.29561644,20.0616935,113.0049631,CIP+CRO
MSM,cip+cro,0.7,0.025,0.05,303.5248877,301.7632032,306.0742933,303.6697344,301.8501769,306.3262161,365.1845092,325.7098051,424.0345204,368.5760804,328.2199909,428.4817564,3.391571166,2.510185759,4.447236001,167.1,167.1,167.1,133.49,133.49,133.49,0.166143018,0.063471098,0.277165397,0.697545778,0.645211286,0.742419924,1.437741017,0.928860665,1.984628152,0.62065821,0.135318793,1.250620221,0.767666645,0.167370256,1.54684078,0.056280863,0.001203905,0.175175566,56.00310801,19.83968527,110.7464972,59.66635027,19.94064965,117.9807861,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042897403,0.981558983,1.085903581,0,0,0,1.801189507,0.692329047,2.99074886,2.227817314,0.856313359,3.699134415,0.719439809,0.27653341,1.19457935,56.86874529,20.47541426,111.1754113,60.27904056,20.56646132,120.8265831,CIP+CRO
