group,panel,cip_res,cro_res,nda_res,cost_with_test_mean,cost_with_test_lower,cost_with_test_upper,cost_without_test_mean,cost_without_test_lower,cost_without_test_upper,cost_with_test_mean_ng,cost_with_test_lower_ng,cost_with_test_upper_ng,cost_without_test_mean_ng,cost_without_test_lower_ng,cost_without_test_upper_ng,,,,cost_with_test_ng_init_visit_mean,cost_with_test_ng_init_visit_lower,cost_with_test_ng_init_visit_upper,cost_with_test_ng_init_diag_mean,cost_with_test_ng_init_diag_lower,cost_with_test_ng_init_diag_upper,cost_with_test_ng_cip_mean,cost_with_test_ng_cip_lower,cost_with_test_ng_cip_upper,cost_with_test_ng_cro_mean,cost_with_test_ng_cro_lower,cost_with_test_ng_cro_upper,cost_with_test_ng_nda_mean,cost_with_test_ng_nda_lower,cost_with_test_ng_nda_upper,cost_with_test_ng_follow_visit_mean,cost_with_test_ng_follow_visit_lower,cost_with_test_ng_follow_visit_upper,cost_with_test_ng_follow_diag_mean,cost_with_test_ng_follow_diag_lower,cost_with_test_ng_follow_diag_upper,cost_with_test_ng_follow_drugs_mean,cost_with_test_ng_follow_drugs_lower,cost_with_test_ng_follow_drugs_upper,cost_with_test_ng_partner_total_mean,cost_with_test_ng_partner_total_lower,cost_with_test_ng_partner_total_upper,cost_with_test_ng_complications_mean,cost_with_test_ng_complications_lower,cost_with_test_ng_complications_upper,cost_without_test_ng_init_visit_mean,cost_without_test_ng_init_visit_lower,cost_without_test_ng_init_visit_upper,cost_without_test_ng_init_diag_mean,cost_without_test_ng_init_diag_lower,cost_without_test_ng_init_diag_upper,cost_without_test_ng_cip_mean,cost_without_test_ng_cip_lower,cost_without_test_ng_cip_upper,cost_without_test_ng_cro_mean,cost_without_test_ng_cro_lower,cost_without_test_ng_cro_upper,cost_without_test_ng_nda_mean,cost_without_test_ng_nda_lower,cost_without_test_ng_nda_upper,cost_without_test_ng_follow_visit_mean,cost_without_test_ng_follow_visit_lower,cost_without_test_ng_follow_visit_upper,cost_without_test_ng_follow_diag_mean,cost_without_test_ng_follow_diag_lower,cost_without_test_ng_follow_diag_upper,cost_without_test_ng_follow_drugs_mean,cost_without_test_ng_follow_drugs_lower,cost_without_test_ng_follow_drugs_upper,cost_without_test_ng_partner_total_mean,cost_without_test_ng_partner_total_lower,cost_without_test_ng_partner_total_upper,cost_without_test_ng_complications_mean,cost_without_test_ng_complications_lower,cost_without_test_ng_complications_upper,strategy
MSW,cip+cro,0.3,0.15,0.05,307.1548324,302.7815747,313.9482288,308.1492761,303.6563551,314.6705468,569.3340063,387.510139,842.5658483,610.4660594,431.0384343,879.6289847,41.13205317,43.5282953,37.06313639,167.1,167.1,167.1,133.49,133.49,133.49,0.37974249,0.152262555,0.610365011,0.270347302,0.224675586,0.314036294,2.39838238,1.505948644,3.421709154,0.501846485,0,1.282647808,0.620713303,0,1.586454387,0.117891007,0,0.340078351,259.8689118,78.5521766,529.8356798,263.1261219,81.66502736,537.2800355,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043631629,0.984316163,1.088092465,0,0,0,12.49593789,6.56016428,17.80091993,15.45571228,8.113997727,22.01722665,4.991187845,2.620292491,7.110129384,268.4136885,89.03153878,532.8565796,263.8969972,80.95224223,532.3090655,CIP+CRO
MSW,cip+cro,0.5,0,0.05,306.891795,302.4760556,313.2430254,306.9469284,302.3311766,313.9297137,558.527987,377.6599956,814.6832564,561.2680312,372.5882213,853.0783983,2.740044188,-5.071774297,38.39514192,167.1,167.1,167.1,133.49,133.49,133.49,0.274529793,0.105666258,0.44539399,0.516514137,0.458377475,0.575819086,0.476526678,0.102870117,0.945378151,0.472338682,0,1.29861521,0.584216314,0,1.60620381,0.023928604,0,0.115737049,250.9554606,71.23224558,508.1186005,254.8170711,73.11515751,510.3271789,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043341177,0.976707758,1.08928023,0,0,0,0,0,0,0,0,0,0,0,0,255.1302372,65.93803008,542.7141632,259.3258507,70.74919525,551.2243,CIP+CRO
MSW,cip+cro,0.5,0.025,0.05,307.0959689,302.5556608,313.7752088,307.2396312,302.7281972,314.1060004,566.5127262,379.9726528,844.1209968,572.6055829,387.2402492,869.1196013,6.092856727,7.26759635,24.99860453,167.1,167.1,167.1,133.49,133.49,133.49,0.27552321,0.104535205,0.449560802,0.50350331,0.444,0.558486,1.03647137,0.431872945,1.691421507,0.516075207,0,1.458837553,0.638312224,0,1.804376245,0.050483594,0,0.217522587,258.1360966,72.17246938,527.4205077,261.9524931,75.80610834,540.5440939,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043429298,0.983446934,1.087719653,0,0,0,2.048576528,0.518263694,3.832163168,2.533800158,0.641019074,4.739845209,0.818252328,0.207007387,1.530661115,260.4466067,75.42083627,556.4723267,263.3922166,79.46685599,557.4540728,CIP+CRO
MSW,cip+cro,0.5,0.05,0.05,307.043859,302.7067663,313.7167945,307.3108749,303.024304,314.3700406,565.5657664,387.6725704,826.4231006,575.3970583,397.7627177,851.267749,9.831291912,10.09014735,24.84464841,167.1,167.1,167.1,133.49,133.49,133.49,0.274909343,0.107098301,0.451088661,0.491058677,0.437904059,0.543883688,1.631339004,0.865348272,2.477652342,0.600186076,0,1.542417723,0.742345504,0,1.907753123,0.083937617,0,0.304710945,256.4922878,79.90700676,517.4733994,259.9380021,82.75750893,520.4363714,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.045366605,0.988749677,1.09002,0,0,0,4.158398437,1.735168317,6.658510638,5.143352213,2.146158416,8.235638298,1.660967581,0.693069307,2.659574468,257.2497354,80.26133701,533.5690734,258.7100112,81.32609004,535.2634786,CIP+CRO
MSW,cip+cro,0.5,0.075,0.05,307.0644441,302.6842993,314.230763,307.579846,303.1504075,314.2030503,565.4171189,387.6498902,848.5662457,586.8486296,405.9569676,861.2172858,21.43151073,18.30707741,12.65104006,167.1,167.1,167.1,133.49,133.49,133.49,0.273087644,0.103895099,0.440296827,0.477304734,0.423772489,0.530771739,2.205705405,1.315789474,3.200227743,0.615100039,0,1.48780977,0.760791972,0,1.84021079,0.104190409,0,0.33314428,255.565822,77.16305998,539.6941969,259.0023239,81.33097943,542.0626961,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.041885336,0.9802553,1.087067298,0,0,0,6.190629365,2.832713958,9.552288139,7.65693517,3.503667536,11.81483282,2.472691071,1.131456286,3.815421049,262.5979647,84.32122137,540.4723508,262.7905493,79.25637374,544.5771342,CIP+CRO
MSW,cip+cro,0.5,0.1,0.05,307.0632397,302.6812487,313.7939553,307.839435,303.2484464,314.0478528,565.4216147,389.7593306,846.3951966,597.5774854,413.3274633,860.3003643,32.15587064,23.56813264,13.90516772,167.1,167.1,167.1,133.49,133.49,133.49,0.271030777,0.106448489,0.446891193,0.464951796,0.413269906,0.518617608,2.759309104,1.763002991,4.000422833,0.689161344,0,1.73191093,0.852395357,0,2.142129488,0.133263073,0,0.422519281,254.9775686,78.56632043,537.2480635,258.0237744,83.08510995,537.1703835,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042887732,0.977221268,1.08720138,0,0,0,8.226406242,4.028409183,12.37200393,10.17490397,4.982573844,15.30242346,3.2858309,1.609046646,4.941685546,267.5640911,83.30024892,528.2179964,266.3516659,80.77376061,526.1381638,CIP+CRO
MSW,cip+cro,0.5,0.125,0.05,307.1946202,302.7626159,314.0431915,307.9911978,303.3836058,314.6023726,571.1776812,390.4515324,845.0011782,604.0133601,416.1193463,869.9309917,32.83567894,25.66781391,24.92981355,167.1,167.1,167.1,133.49,133.49,133.49,0.274445732,0.111139097,0.442238225,0.453152376,0.401087699,0.507383986,3.346329604,2.298315128,4.537154593,0.757796342,0,1.792405535,0.937287167,0,2.21695278,0.163835198,0,0.439633792,259.8647793,76.98494277,533.7505026,262.6944149,81.81087662,535.8235075,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044407705,0.982424516,1.088835306,0,0,0,10.33895212,5.406107298,14.94771837,12.78782518,6.686592051,18.48821885,4.129634173,2.159333479,5.970489843,267.8461902,78.59322994,531.5072917,265.2116551,76.70633465,534.3472821,CIP+CRO
MSW,cip+cro,0.5,0.15,0.05,307.2012817,302.869396,313.6630912,308.1541996,303.7974715,314.9792995,571.3179273,396.7128879,839.6269139,610.2177053,431.2381606,882.8302293,38.899778,34.52527273,43.20331541,167.1,167.1,167.1,133.49,133.49,133.49,0.270164517,0.103064327,0.445359273,0.438596677,0.384410964,0.49333977,3.934767561,2.766393443,5.208444149,0.818083162,0,1.770765235,1.011853459,0,2.190186782,0.188968487,0,0.515396095,259.4222669,85.49509564,531.2845937,261.9660547,87.69585047,530.6548849,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043201225,0.979256476,1.087174253,0,0,0,12.53079451,6.72375162,17.77019288,15.498825,8.316332188,21.97922163,5.005110444,2.685633336,7.097856238,267.929961,91.88375509,535.6731414,263.7036309,89.16127893,539.6859032,CIP+CRO
MSW,cip+cro,0.7,0,0.05,307.0227829,302.5660361,313.4355817,306.9375718,302.6516567,313.73253,564.0742943,382.519982,821.7347288,560.5168592,385.6479475,833.2455523,-3.557435185,3.127965496,11.51082348,167.1,167.1,167.1,133.49,133.49,133.49,0.163955848,0.063836256,0.274739931,0.715169755,0.650765347,0.770640021,0.663725426,0.20746888,1.210587952,0.616271191,0,1.568181064,0.762240522,0,1.939618742,0.026530593,0,0.1200573,255.8007748,74.95234985,511.3112583,259.5260958,78.15153173,516.6115271,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043763782,0.981199535,1.088745843,0,0,0,0,0,0,0,0,0,0,0,0,254.3473389,81.05961897,527.5033807,258.5689315,83.66407462,531.2022244,CIP+CRO
MSW,cip+cro,0.7,0.025,0.05,307.0232543,302.699888,313.341518,307.1244112,302.775183,313.6834092,564.5174255,386.642853,827.586095,567.4269853,390.7447062,832.3427075,2.909559806,4.101853178,4.756612513,167.1,167.1,167.1,133.49,133.49,133.49,0.165199423,0.06520979,0.280468759,0.697684551,0.634603832,0.754090307,1.449559407,0.727500697,2.226720648,0.736677827,0,1.810454545,0.911166544,0,2.23927686,0.067093691,0,0.297,255.2779104,78.89840338,517.4610438,258.5440411,79.53624676,520.2728853,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042847791,0.980056521,1.087214707,0,0,0,2.099045033,0.545446623,4.030346702,2.596222579,0.674640523,4.984970282,0.838410702,0.217864924,1.609820539,255.2483581,76.13919171,520.5112675,258.1252726,79.36344583,522.8583223,CIP+CRO
MSW,cip+cro,0.7,0.05,0.05,307.2546716,302.6718263,314.0953426,307.515852,302.8749162,313.7754393,573.9857156,386.034385,850.7186082,585.1639902,393.313008,839.7292533,11.17827465,7.278623004,-10.98935492,167.1,167.1,167.1,133.49,133.49,133.49,0.168359822,0.064911681,0.278946763,0.677503941,0.611629262,0.73132504,2.239594483,1.334520543,3.168352265,0.800801849,0,1.864682398,0.990478912,0,2.306349063,0.107668423,0,0.33065771,263.6163853,75.46029406,541.7485199,266.7309336,76.55958647,544.7680023,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.04346127,0.974505049,1.087302925,0,0,0,4.18034894,1.60102757,6.823347799,5.170501888,1.980245236,8.439518611,1.669735157,0.639490162,2.725414523,266.8840326,75.4499493,519.5258479,268.4244731,76.01603872,524.3562878,CIP+CRO
MSW,cip+cro,0.7,0.075,0.05,307.1854141,302.7132306,314.2608987,307.603648,303.1893516,314.5561434,571.3934882,388.2377607,861.4798549,589.1853756,409.7414135,882.9075287,17.79188745,21.50365282,21.42767377,167.1,167.1,167.1,133.49,133.49,133.49,0.163163084,0.063904094,0.274000211,0.66187887,0.603235199,0.713575338,3.077418618,2.048867317,4.238926238,0.891399395,0,1.999154446,1.102535296,0,2.472672015,0.14502835,0,0.432004793,259.9722069,75.82354268,551.057569,262.7619951,80.33853642,552.1396175,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043435957,0.979401626,1.089000633,0,0,0,6.218750463,2.948407802,9.673209785,7.691717001,3.646764499,11.96439584,2.483923336,1.17766728,3.863720157,265.0028153,85.02706001,556.8896059,265.1986848,82.20483814,558.0902637,CIP+CRO
MSW,cip+cro,0.7,0.1,0.05,307.1183809,302.757539,313.3147333,307.7553453,303.2796902,314.1331286,568.3085398,388.2525621,824.9680356,595.39842,413.6206341,865.8989754,27.08988024,25.36807197,40.93093977,167.1,167.1,167.1,133.49,133.49,133.49,0.163908621,0.063121707,0.273065761,0.645278738,0.588178781,0.700832384,3.823457254,2.676374171,5.048618757,0.995861893,0.228558989,2.213398821,1.231740669,0.282695225,2.737662083,0.193926727,0.002026685,0.520836878,255.8029136,76.11755166,511.24939,258.4090628,76.89198637,515.9835406,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043056878,0.980216568,1.086926653,0,0,0,8.371047604,4.582697495,12.18791075,10.35380492,5.668150289,15.07472617,3.343604251,1.83044316,4.868154158,265.0270277,85.13690287,530.2560733,263.8118807,81.79876375,530.8943004,CIP+CRO
MSW,cip+cro,0.7,0.125,0.05,307.3216233,302.686698,314.9317347,307.9716281,303.5770692,314.969344,576.2197884,387.7958817,897.8745661,603.0832867,421.2902557,887.6152504,26.86349832,33.49437396,-10.25931571,167.1,167.1,167.1,133.49,133.49,133.49,0.166869313,0.063661061,0.279531051,0.626561248,0.568829915,0.682905627,4.695799708,3.490363347,5.954636232,1.091501363,0.241648591,2.381986623,1.3500332,0.298885216,2.946181409,0.230451576,0.002155028,0.583650579,262.7495916,75.89472639,585.253545,264.9587604,76.04496069,586.8613957,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044196378,0.98419285,1.088193662,0,0,0,10.26193664,5.131686841,15.07670276,12.6925679,6.347172661,18.64775433,4.09887228,2.049723135,6.022009409,267.2143336,87.12302786,552.4352817,264.5645773,84.66874344,552.5126981,CIP+CRO
MSW,cip+cro,0.7,0.15,0.05,307.2174317,302.6657529,314.3326357,308.1736152,303.5923283,315.0427859,571.8505339,384.8860671,854.6613372,610.7389556,427.8662683,893.1451604,38.8884217,42.98020118,38.48382313,167.1,167.1,167.1,133.49,133.49,133.49,0.162812625,0.065847484,0.27712848,0.609381551,0.552805443,0.665035195,5.432114269,4.094844591,6.974311309,1.177764649,0.241183009,2.483977542,1.456728715,0.298309357,3.072329788,0.27651865,0.00220131,0.655801601,257.4056749,70.51586114,540.6781048,259.1847475,72.18482494,542.7074543,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043693774,0.984737973,1.085733153,0,0,0,12.51183634,6.574889813,17.88285714,15.47537642,8.132211134,22.11857143,4.99753808,2.626174234,7.142857143,268.5103689,83.4120255,553.3566772,263.9165847,79.56325019,551.5609011,CIP+CRO
MSW,cip+cro+nda,0.1,0,0.05,307.0356943,302.5972882,313.5053605,307.0086266,302.6555929,313.1242578,564.6847666,383.0307213,827.1992007,563.6181698,383.8970133,818.1027462,-1.066596823,0.86629203,-9.096454508,167.1,167.1,167.1,133.49,133.49,133.49,0.485520942,0.187635293,0.789832796,0.119256638,0.090112805,0.149590315,0.102855897,0,0.383178603,0.092996679,0,0.512009869,0.115023772,0,0.633283975,0.00763873,0,0.104177563,258.6777294,78.1455043,523.8107894,262.9000172,81.51462668,525.1908635,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043075554,0.981737677,1.087629119,0,0,0,0,0,0,0,0,0,0,0,0,257.5308216,79.11687288,512.0965898,261.6740752,82.07501218,515.9416351,CIP+CRO+NDA
MSW,cip+cro+nda,0.1,0.025,0.05,307.0086486,302.5688424,313.5778034,307.1844573,302.6505236,313.8986766,563.355233,380.4912631,834.7936563,570.7138617,386.2068997,855.5791761,7.358628651,5.715636546,20.78551981,167.1,167.1,167.1,133.49,133.49,133.49,0.492488312,0.194276814,0.787124181,0.117473927,0.087851504,0.149245061,0.228126893,0,0.5447219,0.073952096,0,0.512009869,0.09146831,0,0.633283975,0.019241577,0,0.112624178,257.2583834,74.78886874,528.8912434,261.4270342,78.78060076,532.7653447,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043145297,0.977488612,1.086584738,0,0,0,2.08389761,0.545184389,3.832903889,2.577487354,0.674316176,4.740761376,0.832360445,0.217760181,1.530956977,258.5699163,74.729788,541.2973996,261.3583505,78.78208459,544.8916296,CIP+CRO+NDA
MSW,cip+cro+nda,0.1,0.05,0.05,307.1009391,302.7590777,313.7576905,307.5143801,303.0782908,313.9517072,567.4946365,388.438012,841.1984271,584.6488548,402.7565858,845.8717073,17.15421836,14.31857387,4.673280146,167.1,167.1,167.1,133.49,133.49,133.49,0.481150729,0.18906302,0.777118964,0.11370603,0.086227664,0.142789334,0.340127261,0,0.74962654,0.090721036,0,0.51837057,0.112209123,0,0.641151265,0.031939212,0,0.20161799,261.1918029,80.41533465,533.5304218,265.3848302,86.14579267,539.2636776,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042098318,0.97825695,1.086631579,0,0,0,4.152408319,1.806628711,6.87816206,5.135943282,2.234544842,8.507316119,1.65857498,0.721612363,2.747308699,266.5781033,85.73142845,525.2669066,267.9507873,88.12463337,529.9977142,CIP+CRO+NDA
MSW,cip+cro+nda,0.1,0.075,0.05,307.2176079,302.7291783,313.7546832,307.6976826,303.2841641,314.2882015,571.8672118,383.6400162,842.970488,591.3836454,410.4799842,851.7015635,19.51643367,26.83996801,8.731075567,167.1,167.1,167.1,133.49,133.49,133.49,0.481721972,0.188708568,0.791040574,0.110983681,0.081702508,0.139878049,0.480869309,0.099790479,0.926087801,0.089631937,0,0.51206265,0.110862061,0,0.633349258,0.04208878,0,0.208782497,265.382613,77.57496107,534.569616,269.5455756,81.90206842,540.9114759,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.044046595,0.980006782,1.087828101,0,0,0,6.168194317,2.691898588,9.490841197,7.629186181,3.329498789,11.73883162,2.463729956,1.075211131,3.790877615,267.3600538,89.4856658,524.3647187,267.6347245,87.5990183,527.6804706,CIP+CRO+NDA
MSW,cip+cro+nda,0.1,0.1,0.05,307.1139512,302.778296,314.1094202,307.8169427,303.3222381,314.196823,567.5868286,392.6243803,836.6186969,597.1205295,412.7536593,857.1159966,29.53370097,20.12927899,20.49729969,167.1,167.1,167.1,133.49,133.49,133.49,0.477497589,0.18766363,0.784293404,0.107182532,0.079756973,0.137038402,0.595436804,0.111303868,1.101343656,0.101526005,0,0.524863732,0.125573346,0,0.64918239,0.050402993,0,0.219322397,261.0907552,87.73377997,531.9291556,265.079348,90.01706013,534.3341613,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042654659,0.9769678,1.085818308,0,0,0,8.343421175,4.146706573,12.67318182,10.31963493,5.128891027,15.67493802,3.33256957,1.656297561,5.061983471,266.9373491,86.82951054,522.3281014,265.4199087,80.0154577,521.7961668,CIP+CRO+NDA
MSW,cip+cro+nda,0.1,0.125,0.05,307.0483376,302.5817728,314.0051368,308.035219,303.4998736,314.9136723,565.3501869,385.2632478,847.0567938,605.6976802,423.5811403,882.6671895,40.34749333,38.31789246,35.61039566,167.1,167.1,167.1,133.49,133.49,133.49,0.483171861,0.189162957,0.786402137,0.104553774,0.07443091,0.135974717,0.730254964,0.21230298,1.282169118,0.100670384,0,0.516206186,0.124515063,0,0.638474227,0.064674456,0,0.225792832,258.5258879,76.93711043,541.1419078,262.6452087,82.72983006,545.0233018,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.04289591,0.980036382,1.08978038,0,0,0,10.34057552,5.026543523,15.08421285,12.78983311,6.217125209,18.65704326,4.130282603,2.007726283,6.025009127,269.4728011,86.21220316,543.2508279,266.8431811,85.39627312,541.312259,CIP+CRO+NDA
MSW,cip+cro+nda,0.1,0.15,0.05,307.0864461,302.669969,313.818244,308.2620971,303.8447404,315.0286543,566.286265,388.9693777,833.9785464,614.3082946,433.9273191,891.4544606,48.02202963,44.95794141,57.4759142,167.1,167.1,167.1,133.49,133.49,133.49,0.485709299,0.19203387,0.78610579,0.101480223,0.071761635,0.133929386,0.863298455,0.385319472,1.515305182,0.098589281,0,0.525994069,0.121941031,0,0.650580458,0.071233061,0,0.295857988,259.4173668,81.80501315,527.9271334,263.4193618,86.23626211,531.901046,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043124688,0.976287211,1.08978038,0,0,0,12.46150143,6.16795478,18.0734136,15.41311924,7.628889907,22.35426289,4.977433068,2.463634278,7.218970125,272.2089956,92.17899106,543.6318708,267.9320808,86.92114726,547.4643871,CIP+CRO+NDA
MSW,cip+cro+nda,0.3,0,0.05,306.9952148,302.5871788,313.6755536,307.0506554,302.6195705,313.8952098,562.4919754,386.0883661,834.262189,564.6347531,383.4660763,849.2912965,2.142777704,-2.622289832,15.02910747,167.1,167.1,167.1,133.49,133.49,133.49,0.377846823,0.148312307,0.610588662,0.318832274,0.271798301,0.366332042,0.269522958,0,0.630285272,0.248763167,0,0.807744009,0.307684943,0,0.999065385,0.021790314,0,0.110870844,255.6427537,78.74937929,528.2726887,259.8535085,83.61201815,529.4270294,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043610568,0.979549663,1.087352029,0,0,0,0,0,0,0,0,0,0,0,0,258.3627333,77.63228678,546.044242,262.686348,81.67583382,547.2654801,CIP+CRO+NDA
MSW,cip+cro+nda,0.3,0.025,0.05,307.0504243,302.5521205,313.2926508,307.259843,302.9628928,313.9667329,564.9669259,381.340553,828.6906859,573.699486,396.3720779,839.9419733,8.732560031,15.03152496,11.25128748,167.1,167.1,167.1,133.49,133.49,133.49,0.375320729,0.151476197,0.624800766,0.31049904,0.26415954,0.358731169,0.614925119,0.198010018,1.143655652,0.24997167,0,0.799149599,0.309179691,0,0.988435313,0.050785929,0,0.213869911,257.845373,73.58248804,521.6383736,261.8720243,78.67278107,526.1494577,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042615969,0.981335184,1.087856447,0,0,0,2.073000378,0.535988961,3.856106711,2.564009015,0.66294273,4.769459994,0.82800782,0.214087299,1.540224761,261.5016628,85.82228934,531.4444584,264.3676128,88.47018156,534.4732099,CIP+CRO+NDA
MSW,cip+cro+nda,0.3,0.05,0.05,307.0737522,302.5611099,313.9091138,307.4426879,302.9263995,314.0867145,566.4441816,380.4614368,852.573555,581.7410561,394.8742055,861.2746523,15.29687444,14.4127687,8.701097346,167.1,167.1,167.1,133.49,133.49,133.49,0.381710667,0.147318424,0.617889004,0.30251188,0.256837972,0.347310219,0.922655544,0.408142483,1.559256625,0.255183455,0,0.850952014,0.315625934,0,1.052507591,0.083779854,0,0.310755938,258.9494376,72.37575973,544.7503311,262.9010202,77.46521417,548.9786939,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042259045,0.9743358,1.087311862,0,0,0,4.104272239,1.737273718,6.91181701,5.076405742,2.1487625,8.548942544,1.639348234,0.693910256,2.760751322,263.6225355,77.1196194,545.978101,265.3045486,79.52181577,548.5515361,CIP+CRO+NDA
MSW,cip+cro+nda,0.3,0.075,0.05,307.0174754,302.7140914,313.2569687,307.6345345,303.24861,314.1587088,564.0889617,386.2827522,828.3671235,589.1262121,411.7529374,853.5985878,25.03725039,25.47018526,25.23146433,167.1,167.1,167.1,133.49,133.49,133.49,0.377084909,0.145471939,0.619700738,0.294198858,0.24894235,0.340885739,1.244057215,0.593684505,2.008133136,0.275132974,0,0.816391304,0.340300673,0,1.00976087,0.108508158,0,0.344065856,256.2823091,79.46867352,521.0243971,260.0114992,82.05298171,525.072923,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042826987,0.979899983,1.088931719,0,0,0,6.18257673,2.933031225,9.78398768,7.646975197,3.627745843,12.10141247,2.469474649,1.171525493,3.907967599,265.0867815,82.61512186,527.8313501,265.3064265,83.60212444,532.0985703,CIP+CRO+NDA
MSW,cip+cro+nda,0.3,0.1,0.05,307.066271,302.6084611,313.9092178,307.8301779,303.2726286,314.3175511,565.2474479,385.2620614,841.0503227,596.6232439,414.4319319,861.2395027,31.37579603,29.16987053,20.18917995,167.1,167.1,167.1,133.49,133.49,133.49,0.378268038,0.146124047,0.612888914,0.286751377,0.244645225,0.332289508,1.602490732,0.812984551,2.484730311,0.278848332,0,0.997499972,0.344896048,0,1.233766741,0.13397335,0,0.414136128,257.0911184,75.92008421,533.8424206,260.6703313,80.14412588,536.1371747,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043461324,0.980637448,1.086846077,0,0,0,8.400591668,4.297795664,12.51992782,10.39034676,5.315766917,15.48538445,3.355404884,1.716646295,5.000770021,266.3652992,85.60398662,534.1423732,264.9475247,82.10133424,532.1122893,CIP+CRO+NDA
MSW,cip+cro+nda,0.3,0.125,0.05,307.0585645,302.7674614,313.4531619,307.8964751,303.758456,314.1675255,565.072131,389.5741237,829.8116732,600.5812408,429.4386083,865.8685794,35.50910978,39.86448458,36.05690625,167.1,167.1,167.1,133.49,133.49,133.49,0.378590118,0.148159319,0.619613726,0.277964314,0.235248805,0.325902014,1.935175377,1.077449671,2.836369304,0.296522292,0,0.974306403,0.366756243,0,1.205079569,0.166535547,0,0.486411596,256.5896795,81.3755639,523.4093404,259.9630401,84.13108742,525.685385,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.042156046,0.976981031,1.087592246,0,0,0,10.28031904,5.125120915,14.8892789,12.71530433,6.339051536,18.41593746,4.106214665,2.047100541,5.947147666,264.8079541,94.3359855,527.3001179,262.1091996,88.93134668,527.864974,CIP+CRO+NDA
MSW,cip+cro+nda,0.3,0.15,0.05,307.2155932,302.8602994,314.1134083,308.2878938,303.8502109,315.0154261,571.7593705,393.7239272,848.6418661,615.8828227,433.3158352,896.1720996,44.1234522,39.59190803,47.53023351,167.1,167.1,167.1,133.49,133.49,133.49,0.378062077,0.15006642,0.620415672,0.270641122,0.226928774,0.314361399,2.262252635,1.407048412,3.198358962,0.302680306,0,0.948423479,0.374372837,0,1.173066043,0.198569098,0,0.515813745,262.8718835,85.71092972,539.7737425,266.2219587,88.47437438,542.8271477,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.043919265,0.980335022,1.089210303,0,0,0,12.44732493,6.847303908,17.73035219,15.39558491,8.469148938,21.92994432,4.971770623,2.734983187,7.081942878,273.9406429,94.67262312,555.1897264,269.7761414,88.56133016,556.0390191,CIP+CRO+NDA
MSW,cip+cro+nda,0.5,0,0.05,307.1612851,302.6467517,313.9730437,307.1140379,302.5352402,313.4069872,569.492073,384.7566364,841.3273974,567.7576314,379.6276309,827.6965428,-1.734441571,-5.129005565,-13.63085464,167.1,167.1,167.1,133.49,133.49,133.49,0.268878798,0.10531237,0.445912063,0.517074084,0.461560019,0.568806512,0.432810303,0.100391566,0.9,0.435789213,0,1.244520646,0.539009776,0,1.539296466,0.033601085,0,0.204483639,262.1711905,78.12884775,534.3910188,265.9206848,81.15058152,538.8146242,167.1,167.1,167.1,133.49,133.49,133.49,0,0,0,1.045076048,0.98147115,1.090047299,0,0,0,0,0,0,0,0,0,0,0,0,261.7803639,74.0245015,523.1442809,265.8065028,77.78145919,525.6853136,CIP+CRO+NDA
